"Sr No","Street Address","City","State","Postal Code","Country","GLM API ID","Network","AddressStatus","Correct GLM Stree Adress"
"","2611 COORS BLVD NW","ALBUQUERQUE","NM","87120","","PL0002181223","On-Net","",""
"","13700 E COLFAX AVE","AURORA","CO","80011","","PL0000944613","On-Net","",""
"","6001 SHADY OAK RD S","MINNETONKA","MN","55343","","PL0000607258","On-Net","",""
"","2801 WEST TYVOLA ROAD","CHARLOTTE","NC","28217","","PL0000002737","On-Net","","2801 W TYVOLA RD"
"","240 MARMOT LANE","EAGLE","CO","81631","","PL0013937109","On-Net","",""
"","6001 DESTINATION PKWY","ORLANDO","FL","32819","","PL0000847869","On-Net","",""
"","1501 RENAISSANCE BOULEVARD","ALBUQUERQUE","NM","87107","","PL0001082725","On-Net","",""
"","7170 N DURANGO DR","LAS VEGAS","NV","89149","","PL0000648604","On-Net","",""
"","300 WEST ESPLANADE AVE","KENNER","LA","70065","","PL0000723345","On-Net","",""
"","3000 EL CAMINO REAL","PALO ALTO","CA","94306","","PL0000245829","On-Net","",""
"","21740 S TAMIAMI TRL","ESTERO","FL","33928","","PL0001558716","On-Net","",""
"","3000 PARADISE ROAD","LAS VEGAS","NV","89109","","PL0000047514","On-Net","",""
"","601 N BROADWAY","DENVER","CO","80203","","PL0011398779","On-Net","",""
"","3140 S WADSWORTH BLVD","LAKEWOOD","CO","80227","","PL0003541734","On-Net","",""
"","8210 SOUTH HARDY DRIVE","TEMPE","AZ","85284","","PL0001083176","On-Net","","8210 S HARDY DR"
"","200 UNIVERSITY ST","SALT LAKE CITY","UT","84102","","PL0003541682","On-Net","",""
"","1324 E 71ST ST","TULSA","OK","74136","","PL0000224705","Off-Net","",""
"","2288 S NELLIS BLVD","LAS VEGAS","NV","89104","","PL0000537278","On-Net","",""
"","351 WEST 12800 SOUTH","DRAPER","UT","84020","","PL0012135912","On-Net","","351 W 12800 S"
"","4350 W RUSSELL ROAD","LAS VEGAS","NV","89118","","PL0000491696","On-Net","",""
"","5800 12TH AVENUE EAST","SHAKOPEE","MN","55379","","PL0001084058","On-Net","","5800 12TH AVE E"
"","206 EAST COLLEGE","ROSWELL","NM","88201","","PL0001083223","On-Net","",""
"","7800 AIR COMMERCE DRIVE SW","ROCHESTER","MN","55902","","PL0001083226","On-Net","",""
"","600 N 36TH ST","SEATTLE","WA","98103","","PL0003541450","On-Net","",""
"","6651 S SEMORAN BLVD","ORLANDO","FL","32822","","PL0002367492","Off-Net","",""
"","7503 YOUREE DR","SHREVEPORT","LA","71105","","PL0001705541","Off-Net","",""
"","1170 EAST VENTURE DRIVE","ST GEORGE","UT","84790","","PL0008287806","On-Net","","1170 E VENTURE DR"
"","2450 S 161ST STREET","SEATAC","WA","98158","","PL0001083296","On-Net","",""
"","976 W DILLON RD","LOUISVILLE","CO","80027","","PL0003541743","On-Net","",""
"","2350 SOUTHWEST 57TH AVENUE","OCALA","FL","34474","","PL0002461879","On-Net","","2350 SW 57TH AVE"
"","2275 WALNUT STREET","ROSEVILLE","MN","55113","","PL0003539317","On-Net","",""
"","3333 SOUTH COUNTRY CLUB ROAD","TUCSON","AZ","85713","","PL0000120952","On-Net","",""
"","70 NORTH 1200 WEST","OREM","UT","84057","","PL0001083309","On-Net","","70 N 1200 W"
"","1 GRAND CYPRESS BLVD","ORLANDO","FL","32836","","PL0000017289","On-Net","",""
"","3406 15TH AVENUE EAST","HIBBING","MN","55746","","PL0001082966","On-Net","","3406 15TH AVE E"
"","14330 S TAMIAMI TRL","FORT MYERS","FL","33912","","PL0003542258","On-Net","",""
"","4065 W MESA VISTA AVE","LAS VEGAS","NV","89118","","PL0000559547","On-Net","",""
"","9995 S EASTERN AVE","LAS VEGAS","NV","89183","","PL0001127661","On-Net","",""
"","2630 S PARKER RD","AURORA","CO","80014","","PL0003541744","On-Net","",""
"","7450 CLAYTON STREET","DENVER","CO","80229","","PL0034657679","On-Net","",""
"","333 W HAMPDEN AVE","ENGLEWOOD","CO","80110","","PL0000840962","On-Net","",""
"","750 INDUSTRIAL ROAD","SANTA TERESA","NM","88008","","PL0012138081","On-Net","",""
"","416 34TH AVENUE SOUTH","WAITE PARK","MN","56387","","PL0003542005","On-Net","","416 34TH AVE S"
"","800 N. FREDERICK AVE.","GAITHERSBURG","MD","20879","","PL0000006776","On-Net","","800 N FREDERICK AVE"
"","124 COMMERCE DR","LOVELAND","OH","45140","","PL0001083371","Off-Net","",""
"","2982 GRAND AVE","COCONUT GROVE","FL","33133","","PL0000732005","Off-Net","",""
"","3425 THOMASVILLE RD","TALLAHASSEE","FL","32309","","PL0000252616","On-Net","",""
"","590 QUEEN ST","HONOLULU","HI","96813","","PL0001845617","Off-Net","",""
"","4515 JOHN F KENNEDY PKWY","FORT COLLINS","CO","80525","","PL0001068889","On-Net","",""
"","5500 220TH AVENUE SOUTHEAST","ISSAQUAH","WA","98029","","PL0001082837","On-Net","","5500 220TH AVE SE"
"","330 E MILL PLAIN BLVD","VANCOUVER","WA","98660","","PL0025630809","On-Net","",""
"","6464 NORTH DECATUR BLVD","LAS VEGAS","NV","89131","","PL0000530174","On-Net","",""
"","425 NORTH 530 WEST","OGDEN","UT","84404","","PL0035684466","On-Net","","425 N 530 W"
"","7575 E PRINCESS DR","SCOTTSDALE","AZ","85255","","PL0000837650","On-Net","",""
"","1430 W LAKE ST","MINNEAPOLIS","MN","55408","","PL0003542014","On-Net","",""
"","700 INTERNATIONAL WAY","SPRINGFIELD","OR","97477","","PL0001082872","On-Net","",""
"","2520 N LINCOLN AVE","LOVELAND","CO","80538","","PL0003541725","On-Net","",""
"","3601 EAST COLUMBIA STREET","TUCSON","AZ","85714","","PL0001083544","On-Net","","3601 E COLUMBIA ST"
"","14001 JETPORT LOOP","FORT MYERS","FL","33913","","PL0011422280","On-Net","",""
"","4510 AIRPORT APPROACH ROAD","DULUTH","MN","55811","","PL0001082917","On-Net","",""
"","395 HUGHES CENTER DR","LAS VEGAS","NV","89169","","PL0000504849","On-Net","",""
"","180 N STETSON AVE","CHICAGO","IL","60601","","PL0000080732","On-Net","",""
"","1780 W CHANDLER BLVD","CHANDLER","AZ","85224","","PL0003541659","On-Net","",""
"","730 60TH STREET SOUTH","SAINT CLOUD","MN","56301","","PL0001084079","On-Net","","730 60TH ST S"
"","800 FRANKLIN DRIVE","FRIDAY HARBOR","WA","98250","","PL0000985812","On-Net","",""
"","316 E BRIDGER AVE","LAS VEGAS","NV","89101","","PL0000047604","On-Net","",""
"","3015 78TH AVENUE EAST","TACOMA","WA","98424","","PL0007347092","On-Net","","3015 78TH AVE E"
"","549 W HIGHLANDS RANCH PKWY","HIGHLANDS RANCH","CO","80129","","PL0003541738","On-Net","",""
"","10201 UNIVERSITY AVE","CLIVE","IA","50325","","PL0000412653","On-Net","",""
"","3867 RONALD REAGAN BOULEVARD","JOHNSTOWN","CO","80534","","PL0013871136","On-Net","",""
"","4717 SHARON RD","CHARLOTTE","NC","28210","","PL0000138456","Off-Net","",""
"","7929 ABERCORN ST","SAVANNAH","GA","31406","","PL0000545196","Off-Net","",""
"","181 SLUDER ROAD","BELLEVUE","ID","83313","","PL0044306595","On-Net","",""
"","2908 OAK LAKE BLVD","CHARLOTTE","NC","28208","","PL0000069505","Off-Net","",""
"","2626 EAST 82ND STREET","BLOOMINGTON","MN","55425","","PL0000424888","On-Net","","2626 E 82ND ST"
"","4401 EAST PRODUCER LANE","SIOUX FALLS","SD","57104","","PL0008288112","On-Net","","4401 E PRODUCER LN"
"","8057 WEDGEWOOD LN N","MAPLE GROVE","MN","55369","","PL0003724862","On-Net","",""
"","6000 W OSCEOLA PKWY","KISSIMMEE","FL","34746","","PL0000866879","On-Net","",""
"","3391 COUGAR DRIVE","GRAND ISLAND","NE","68803","","PL0001083472","On-Net","",""
"","6625 LENOX PARK","MEMPHIS","TN","38115","","PL0000014257","On-Net","",""
"","4350 W VINE ST","KISSIMMEE","FL","34746","","PL0003542253","On-Net","",""
"","100 NORTH 1200 WEST","OREM","UT","84057","","PL0001082633","On-Net","","100 N 1200 W"
"","7569 GOLF COURSE BOULEVARD","PUNTA GORDA","FL","33982","","PL0003542257","On-Net","",""
"","4551 AIRPORT RD","RIVERTON","WY","82501","","PL0003541699","On-Net","",""
"","496 NORTH 1300 EAST","ST GEORGE","UT","84770","","PL0001083937","On-Net","","496 N 1300 E"
"","6902 E GREENWAY PKWY","SCOTTSDALE","AZ","85254","","PL0000020155","On-Net","",""
"","118 E JOHN CARPENTER FREEWAY","IRVING","TX","75062","","PL0000560683","Off-Net","",""
"","1247 AVIATION WAY","COLORADO SPRINGS","CO","80916","","PL0013829790","On-Net","",""
"","201 SOUTHWEST AIRPORT AVE","CORVALLIS","OR","97333","","PL0001082861","On-Net","",""
"","4710 FOREST DR","COLUMBIA","SC","29206","","PL0000739301","Off-Net","",""
"","750 NORTHEAST FAZIO WAY","PORTLAND","OR","97211","","PL0000540430","On-Net","",""
"","2176 PORTLAND STREET","SAINT JOHNSBURY","VT","5819","","PL0001150844","Off-Net","",""
"","1531 ELDRIDGE PKWY","HOUSTON","TX","77077","","PL0000275794","Off-Net","",""
"","5070 EAST RAINES","MEMPHIS","TN","38118","","PL0001053186","Off-Net","",""
"","9494 W NORTHERN AVE","GLENDALE","AZ","85305","","PL0000069174","On-Net","",""
"","1310 NORTH 1ST ST","NORFOLK","NE","68701","","PL0003702146","On-Net","",""
"","2160 N COIT RD","RICHARDSON","TX","75080","","PL0000049114","Off-Net","",""
"","3200 CROSS STREET","EUGENE","OR","97402","","PL0001084498","On-Net","",""
"","1520 AIRPORT BLVD","PENSACOLA","FL","32504","","PL0003542315","Off-Net","",""
"","6115 CAPITAL BLVD","RALEIGH","NC","27616","","PL0001318468","Off-Net","",""
"","11 S STEPHANIE ST","HENDERSON","NV","89012","","PL0000878145","On-Net","",""
"","10620 COL GLENN ROAD","LITTLE ROCK","AR","72204","","PL0001082625","On-Net","",""
"","8101 OLD CARRIAGE COURT","SHAKOPEE","MN","55379","","PL0000928933","On-Net","",""
"","116 ANDOVER PARK EAST","TUKWILA","WA","98188","","PL0001190653","On-Net","",""
"","9885 COLLIER BLVD","NAPLES","FL","34114","","PL0001579036","On-Net","",""
"","300 EAST LAKE MEAD PKWY","HENDERSON","NV","89015","","PL0000365589","On-Net","",""
"","2145 ALOMA AVE","WINTER PARK","FL","32792","","PL0003542307","On-Net","",""
"","8000 DAYTONA ROAD","ALBUQUERQUE","NM","87121","","PL0003541637","On-Net","",""
"","1550 COURT PL","DENVER","CO","80202","","PL0000502246","On-Net","",""
"","14257 EAST EASTER AVENUE","CENTENNIAL","CO","80112","","PL0001084375","On-Net","",""
"","5930 CORPORATE AVE","CYPRESS","CA","90630","","PL0000277810","Off-Net","",""
"","1060 26TH PLACE NORTHWEST","OWATONNA","MN","55060","","PL0001082610","On-Net","","1060 26TH PL NW"
"","2460 S 161ST ST","SEATAC","WA","98158","","PL0001326303","On-Net","",""
"","165 SCHOOLHOUSE LOOP","KALISPELL","MT","59901","","PL0003541986","On-Net","",""
"","130 W BROADWAY ST","MISSOULA","MT","59802","","PL0002465394","On-Net","",""
"","9950 EAST 40TH AVENUE","DENVER","CO","80238","","PL0008288415","On-Net","","9950 E 40TH AVE"
"","212 N SULLIVAN RD","SPOKANE VALLEY","WA","99037","","PL0000610661","On-Net","",""
"","10550 WESTHEIMER RD","HOUSTON","TX","77042","","PL0025470287","Off-Net","",""
"","12121 WESTHEIMER RD","HOUSTON","TX","77077","","PL0000081060","Off-Net","",""
"","207 W KENT STATION ST","KENT","WA","98032","","PL0002301814","On-Net","",""
"","285 SW 60TH AVE","OCALA","FL","34474","","PL0001083298","On-Net","",""
"","3950 CARTRIDGE LOOP","BISMARCK","ND","58504","","PL0002466158","On-Net","",""
"","13003 W CENTER RD","OMAHA","NE","68144","","PL0000760933","On-Net","",""
"","1485 RAIL HEAD BLVD","NAPLES","FL","34110","","PL0000085968","On-Net","",""
"","671 MALL RING CIR","HENDERSON","NV","89014","","PL0000401706","On-Net","",""
"","4601 N ELIZABETH ST","PUEBLO","CO","81008","","PL0001083303","On-Net","",""
"","63245 JAMISON STREET","BEND","OR","97701","","PL0001083345","On-Net","",""
"","1084 LEE RD","ORLANDO","FL","32810","","PL0000055463","On-Net","",""
"","117 RESOURCE CENTER PKWY","BIRMINGHAM","AL","35242","","PL0000217137","Off-Net","",""
"","3000 PEPSI WAY","AZTEC","NM","87410","","PL0001084283","On-Net","",""
"","125 TROY HILL ROAD","COLORADO SPRINGS","CO","80916","","PL0005434106","On-Net","",""
"","2450 KING AVE W","BILLINGS","MT","59102","","PL0003541993","On-Net","",""
"","2807 MELVILLE RD","PRESCOTT","AZ","86301","","PL0037987440","On-Net","",""
"","10141 WADSWORTH PKWY","WESTMINSTER","CO","80021","","PL0001082634","On-Net","",""
"","2796 JUSTICE DRIVE","GRAND JUNCTION","CO","81506","","PL0003541709","On-Net","",""
"","111 W HARBOR DR","SAN DIEGO","CA","92101","","PL0000018681","On-Net","",""
"","7701 E KELLOGG DR","WICHITA","KS","67207","","PL0029797309","Off-Net","",""
"","401 E BRASHER ROAD","ROSWELL","NM","88203","","PL0001083821","On-Net","",""
"","400 N TAMPA ST","TAMPA","FL","33602","","PL0000038120","On-Net","",""
"","1384 PORT DRIVE","CLARKSTON","WA","99403","","PL0001083589","On-Net","",""
"","18157 CARSON CT NW","ELK RIVER","MN","55330","","PL0000944905","On-Net","",""
"","7770 AIRPORT BLVD","MOBILE","AL","36608","","PL0001635428","Off-Net","",""
"","7927 FOREST LANE","DALLAS","TX","75230","","PL0000560241","Off-Net","",""
"","7130 Q STREET","OMAHA","NE","68117","","PL0000643102","On-Net","",""
"","3260 GALLERIA CIRCLE","HOOVER","AL","35244","","PL0000224131","Off-Net","",""
"","1220 GAIL GARDNER WAY","PRESCOTT","AZ","86305","","PL0001315243","On-Net","",""
"","200 SOUTH MIAMI AVENUE","MIAMI","FL","33130","","PL0000904429","Off-Net","","200 S MIAMI AVE"
"","4525 TWIN RIVERS RD","NORTH PLATTE","NE","69101","","PL0008288397","On-Net","",""
"","555 FEDERAL WAY","CENTRAL POINT","OR","97502","","PL0001084475","On-Net","",""
"","2221 EAST OLIVE COURT","SPRINGFIELD","MO","65802","","PL0001083326","Off-Net","","2221 E OLIVE CT"
"","4801 NORTH STAR BOULEVARD","GREAT FALLS","MT","59405","","PL0001083477","On-Net","","4801 N STAR BLVD"
"","2325 AIR PARK WAY","MONTROSE","CO","81401","","PL0003541714","On-Net","",""
"","19705 ROGERS DRIVE","ROGERS","MN","55374","","PL0008272593","On-Net","",""
"","201 E WASHINGTON ST","PHOENIX","AZ","85004","","PL0000016717","On-Net","",""
"","3840 CRATES WAY","THE DALLES","OR","97058","","PL0001084504","On-Net","",""
"","5455 WADSWORTH BYPASS","ARVADA","CO","80002","","PL0001501906","On-Net","",""
"","1980 HIGHLAND AVENUE EAST","TWIN FALLS","ID","83301","","PL0002462343","On-Net","","1980 HIGHLAND AVE E"
"","1 LAKE AVE","COLORADO SPRINGS","CO","80906","","PL0000080458","On-Net","",""
"","9219 GRAND AVENUE SOUTH","BLOOMINGTON","MN","55420","","PL0001082913","On-Net","","9219 GRAND AVE S"
"","1401 NW 46TH ST","SEATTLE","WA","98107","","PL0013342082","On-Net","",""
"","5091 MORGANTON RD","FAYETTEVILLE","NC","28314","","PL0000348190","Off-Net","",""
"","5420 JULIET BLVD","NAPLES","FL","34109","","PL0001578769","On-Net","",""
"","900 SOUTH LAKE STREET","FARMINGTON","NM","87401","","PL0001083423","On-Net","","900 S LAKE ST"
"","2328 MONTCLAIR RD","LEESBURG","FL","34748","","PL0035652790","On-Net","",""
"","9390 SHERIDAN BLVD","WESTMINSTER","CO","80031","","PL0003541742","On-Net","",""
"","1375 NORTH HAYDEN ROAD","SCOTTSDALE","AZ","85257","","PL0000166512","On-Net","","1375 N HAYDEN RD"
"","2700 ANNAPOLIS CIR N","PLYMOUTH","MN","55441","","PL0003542009","On-Net","",""
"","1148 1st AVE N","BILLINGS","MT","59101","","PL0001082751","On-Net","",""
"","271 N MILWAUKEE ST","BOISE","ID","83704","","PL0003541689","On-Net","",""
"","1001 CASS ST","OMAHA","NE","68102","","PL0000376848","On-Net","",""
"","1720 GARFIELD PLACE","MASON CITY","IA","50401","","PL0002462089","On-Net","",""
"","20307 MOUNTAIN HWY E","SPANAWAY","WA","98387","","PL0001549264","On-Net","",""
"","125 BASIN CREEK ROAD","BUTTE","MT","59701","","PL0001082814","On-Net","",""
"","4545 1ST AVE SE","CEDAR RAPIDS","IA","52402","","PL0007855546","On-Net","",""
"","8417 TRUCKER TRL","CHEYENNE","WY","82007","","PL0007916350","On-Net","",""
"","16218 JACKSON CREEK PKWY","MONUMENT","CO","80132","","PL0001579227","On-Net","",""
"","525 FLORIDA ST","BATON ROUGE","LA","70801","","PL0000628492","On-Net","",""
"","15 S RIVER RD","ST GEORGE","UT","84790","","PL0001295895","On-Net","",""
"","3216 70TH AVENUE EAST","FIFE","WA","98424","","PL0001083961","On-Net","","3216 70TH AVE E"
"","1 NATIONWIDE PLAZA","COLUMBUS","OH","43215","","PL0000004582","On-Net","",""
"","3545 QUEBEC ST","DENVER","CO","80207","","PL0003541736","On-Net","",""
"","250 LOTTERY LANE","HINES","OR","97738","","PL0016666146","On-Net","",""
"","3812 W 7800 S","WEST JORDAN","UT","84088","","PL0001696596","On-Net","",""
"","750 NORTH FRANKLIN PARKWAY","NORTH SALT LAKE","UT","84054","","PL0012536274","On-Net","","750 N FRANKLIN PKWY"
"","7685 E. 30TH STREET","YUMA","AZ","85365","","PL0003541653","On-Net","","7685 E 30TH ST"
"","2303 WHITE BEAR AVE","MAPLEWOOD","MN","55109","","PL0001542246","On-Net","",""
"","8150 N CORTARO RD","TUCSON","AZ","85743","","PL0000410278","On-Net","",""
"","470 E. BRUNER AVE","HENDERSON","NV","89044","","PL0001167616","On-Net","",""
"","8951 YOSEMITE STREET","HENDERSON","CO","80640","","PL0003541724","On-Net","",""
"","2500 3RD AVE NW","WEST FARGO","ND","58078","","PL0007915823","On-Net","",""
"","2135 MICHIGAN AVENUE","MOBILE","AL","36615","","PL0001082731","Off-Net","",""
"","2760 EAST AIRPORT DRIVE","TUCSON","AZ","85756","","PL0001090832","On-Net","","2760 E AIRPORT DR"
"","289 WEST 40TH STREET","YUMA","AZ","85365","","PL0007581854","On-Net","","289 W 40TH ST"
"","7200 ARROYO CROSSING PKWY","LAS VEGAS","NV","89113","","PL0000821623","On-Net","",""
"","2929 E PLATTE AVE","FORT MORGAN","CO","80701","","PL0014241966","On-Net","",""
"","204 SE PARK PLAZA DR","VANCOUVER","WA","98684","","PL0001016097","On-Net","",""
"","395 AIRPORT ROAD","BELGRADE","MT","59714","","PL0003706450","On-Net","",""
"","2200 E LOHMAN","LAS CRUCES","NM","88001","","PL0001496788","On-Net","",""
"","3870 RONALD REAGAN BOULEVARD","JOHNSTOWN","CO","80534","","PL0001084379","On-Net","",""
"","3456 MEYERS ROAD","MEMPHIS","TN","38108","","PL0000011563","On-Net","",""
"","4125 MINNESOTA ST","ALEXANDRIA","MN","56308","","PL0002464446","On-Net","",""
"","11325 UNIVERSITY BLVD","ORLANDO","FL","32817","","PL0001358318","Off-Net","",""
"","1820 S POWER RD","MESA","AZ","85206","","PL0000771650","On-Net","",""
"","13502 S HAMILTON VIEW RD","RIVERTON","UT","84065","","PL0001547290","On-Net","",""
"","481 GREGG DRIVE","BUENA VISTA","CO","81211","","PL0011763016","On-Net","",""
"","8450 REVERE LANE NORTH","MAPLE GROVE","MN","55369","","PL0003724864","On-Net","","8450 REVERE LN N"
"","2000 WOODLANDS VILLAGE BLVD","FLAGSTAFF","AZ","86001","","PL0001082923","On-Net","",""
"","141 JOSLIN WAY","TWIN FALLS","ID","83301","","PL0013829856","On-Net","",""
"","1111 GREENE ST","COLUMBIA","SC","29201","","PL0000222314","Off-Net","",""
"","3050 ECHO LAKE AVE","MAHTOMEDI","MN","55115","","PL0002438665","On-Net","",""
"","585 N STATE STREET","LINDON","UT","84042","","PL0001551494","On-Net","",""
"","175 E ALTAMONTE DRIVE","ALTAMONTE SPRINGS","FL","32701","","PL0000166371","On-Net","",""
"","1842 S COMMONS","FEDERAL WAY","WA","98003","","PL0001383443","On-Net","",""
"","515 NORTH HAVANA STREET","SPOKANE","WA","99202","","PL0001082879","On-Net","","515 N HAVANA ST"
"","5350 E MARRIOTT DR","PHOENIX","AZ","85054","","PL0000374732","On-Net","",""
"","350 W FAIRBANKS AVE","WINTER PARK","FL","32789","","PL0001363393","On-Net","",""
"","1735 WEST 1ST STREET","SAFFORD","AZ","85546","","PL0003541651","On-Net","","1735 W 1ST ST"
"","23000 N 7TH AVENUE","PHOENIX","AZ","85027","","PL0007581429","On-Net","",""
"","1890 S 4TH AVE","YUMA","AZ","85364","","PL0003541654","On-Net","",""
"","901 S MIAMI AVE","MIAMI","FL","33130","","PL0000601103","Off-Net","",""
"","3605 HESPER ROAD","BILLINGS","MT","59102","","PL0003541992","On-Net","",""
"","700 W MISSISSIPPI AVE","DENVER","CO","80223","","PL0000083601","On-Net","",""
"","2002 SUNSET DRIVE","ROCK SPRINGS","WY","82901","","PL0003705628","On-Net","",""
"","13869 W BELL RD","SURPRISE","AZ","85374","","PL0000829162","On-Net","",""
"","3775 PIONEER AVENUE","DUPONT","WA","98327","","PL0003541435","On-Net","",""
"","150 GREENHORN DRIVE","PUEBLO","CO","81004","","PL0003541718","On-Net","",""
"","301 N GUADALUPE ST","SANTA FE","NM","87501","","PL0002369913","On-Net","",""
"","1755 15TH STREET SW","MASON CITY","IA","50401","","PL0001083981","On-Net","",""
"","2717 SOUTH COPPER PASSAGE","STEAMBOAT SPRINGS","CO","80487","","PL0003541728","On-Net","","2717 S COPPER PSGE"
"","3777 CERRILLOS RD","SANTA FE","NM","87507","","PL0002257228","On-Net","",""
"","8116 W BOWLES AVE","LITTLETON","CO","80123","","PL0003541739","On-Net","",""
"","3070 FED EX WAY","YUMA","AZ","85365","","PL0001084145","On-Net","",""
"","3607 W 10TH ST","GREELEY","CO","80634","","PL0003541726","On-Net","",""
"","890 NEAPOLITAN WAY","NAPLES","FL","34103","","PL0001873744","On-Net","",""
"","745 N US HIGHWAY 287","LAFAYETTE","CO","80026","","PL0001577745","On-Net","",""
"","7000 WEST POST ROAD","LAS VEGAS","NV","89113","","PL0000755777","On-Net","","7000 W POST RD"
"","1121 WEST CHEYENNE AVENUE","NORTH LAS VEGAS","NV","89030","","PL0001090869","On-Net","","1121 W CHEYENNE AVE"
"","6700 N GAYLORD ROCKIES BLVD","AURORA","CO","80019","","PL0001870452","On-Net","",""
